文本编号,单词数量-DESWC-03,句子数量-DESSC-02,年级,多样性-LDVOCDa（51）,密度-WRDFRQC（94）,复杂度-K1,复杂度-K2,复杂度-K3,复杂度-K4,复杂度-K5,复杂度-K6+,短语长度-SYNLE（69）,短语长度-SYNNP（70）,短语密度-DRNP（76）,短语密度-DRVP（77）,短语密度-DRPP（79）,句子长度-DESSL（06）,句子结构-DRPVAL（80）,句子结构-DRNEG（81）,句子结构-DRINF（83）,句法相似-SYNSTRUTa（74）,句法相似-SYNSTRUTt（75）,局部连贯-CRFAO1（29）,局部连贯-CRFSO1（30）,局部连贯-LSASS1(40),整体连贯-CRFAOa（32）,整体连贯-CRFSOa（33）,整体连贯-LSASSp（42）,整体连贯-LSAPP1（44）,整体连贯-LSAGN（46）,因果衔接-SMCAUSr-64,意图衔接-SMINTEr-65,时体衔接-SMTEMP-68,段落平均长度-DESPL-04,段落平均长度标准差-DESPLd-05
26.txt,180,11,2,87.15599823,2.161999941,83.333,5.556,6.111,2.222,1.111,1.112,5.454999924,0.882000029,333.3330078,222.2220001,127.7779999,16.36400032,5.556000233,5.556000233,16.66699982,0.119000003,0.111000001,0.699999988,0.200000003,0.152999997,0.672999978,0.108999997,0.082000002,0.298999995,0.216000006,0.600000024,0.75,0.899999976,5.5,3.536000013
26.txt,215,15,3,92.30999756,2.299000025,85.78,5.963,4.128,2.294,0.917,0.0,3.599999905,0.676999986,344.1860046,218.6049957,83.72100067,14.53299999,0.0,18.60499954,4.651000023,0.112999998,0.123999998,0.643000007,0.071000002,0.115000002,0.716000021,0.126000002,0.151999995,0.351000011,0.287999988,0.666999996,0.400000006,0.856999993,7.5,0.707000017
27.txt,180,12,1,86.05799866,2.354000092,87.432,5.464,2.186,2.732,1.639,0.0,4.916999817,0.545000017,350.0,211.1109924,100.0,15.08300018,0.0,16.66699982,11.11100006,0.150000006,0.144999996,0.635999978,0.363999993,0.131999999,0.708000004,0.185000002,0.108000003,0.236000001,0.254999995,0.666999996,0.444000006,0.954999983,6.0,2.828000069
27.txt,167,15,2,75.17099762,2.467999935,89.349,5.325,1.775,1.775,0.592,0.0,2.933000088,0.620000005,317.3649902,221.5570068,83.83200073,11.13300037,5.987999916,11.97599983,11.97599983,0.144999996,0.149000004,0.356999993,0.143000007,0.097000003,0.388999999,0.052999999,0.108999997,0.261999995,0.261000007,0.0,0.111000001,0.856999993,7.5,4.949999809
27.txt,153,10,3,96.02400208,2.407000065,94.839,3.226,1.29,0.0,0.645,0.0,3.900000095,0.629999995,346.4049988,241.8300018,98.03900146,15.30000019,0.0,6.535999775,26.1439991,0.101000004,0.115999997,0.333000004,0.111000001,0.061000001,0.621999979,0.156000003,0.089000002,0.365999997,0.233999997,0.5,0.5,0.888999999,5.0,1.414000034
28.txt,175,17,1,84.60700226,2.322000027,85.311,7.91,4.52,1.13,0.0,1.13,2.881999969,0.680000007,308.5710144,222.8569946,62.85699844,10.29399967,0.0,0.0,5.714000225,0.158999994,0.149000004,0.563000023,0.063000001,0.054000001,0.556999981,0.096000001,0.097999997,0.578000009,0.263999999,0.57099998,0.5,0.906000018,8.5,3.536000013
28.txt,210,12,2,83.43299866,2.062000036,79.524,9.524,5.238,1.429,2.381,1.428,2.75,0.981000006,304.7619934,238.0950012,90.47599792,17.5,4.762000084,23.80999947,14.28600025,0.112999998,0.097999997,0.545000017,0.181999996,0.137999997,0.646000028,0.153999999,0.133000001,0.360000014,0.250999987,0.333000004,0.5,0.908999979,6.0,0.0
28.txt,155,9,3,91.29100037,2.262000084,88.387,5.806,4.516,0.645,0.645,0.0,3.332999945,0.82099998,309.677002,232.2579956,70.96800232,17.22200012,0.0,12.90299988,25.80599976,0.055,0.071999997,0.875,0.25,0.173999995,0.861000001,0.222000003,0.163000003,0.400999993,0.261000007,0.25,0.5,1.0,4.5,2.121000051
29.txt,185,14,1,99.85700226,2.484999895,93.048,2.139,1.604,1.604,0.535,0.535,2.928999901,0.574000001,318.9190063,275.6759949,75.6760025,13.35700035,5.40500021,10.81099987,10.81099987,0.134000003,0.140000001,0.537999988,0.0,0.059,0.528999984,0.082000002,0.064000003,0.467000008,0.241999999,0.25,0.555999994,0.922999978,7.0,2.828000069
29.txt,150,13,2,85.50499725,2.187000036,83.553,9.211,3.947,0.658,2.632,0.0,2.691999912,0.726999998,313.3330078,273.3330078,73.33300018,11.53800011,13.33300018,13.33300018,40.0,0.129999995,0.130999997,0.583000004,0.166999996,0.114,0.347000003,0.079999998,0.089000002,0.270000011,0.232999995,0.090999998,0.286000013,0.916999996,6.5,0.707000017
29.txt,212,10,3,81.94300079,2.029000044,78.605,10.233,7.442,2.326,0.93,0.0,8.199999809,0.921999991,301.8869934,221.697998,99.05699921,21.29999924,0.0,9.434000015,23.58499908,0.07,0.077,1.0,0.555999994,0.252000004,0.933000028,0.578000009,0.293000013,0.467999995,0.326000005,0.200000003,0.333000004,0.833000004,5.0,0.0
3.txt,200,17,1,90.97899628,2.454999924,88.119,5.941,3.465,1.485,0.99,0.0,2.940999985,0.67900002,295.0,230.0,70.0,11.82400036,0.0,20.0,20.0,0.148000002,0.144999996,0.437999994,0.187999994,0.147,0.416999996,0.096000001,0.107000001,0.338999987,0.264999986,0.666999996,0.181999996,0.718999982,8.5,2.121000051
3.txt,170,13,2,78.28299713,2.259000063,85.882,8.235,2.941,0.0,1.765,1.176,2.845999956,0.888999999,294.1180115,241.1759949,105.8820038,13.15400028,5.881999969,11.76500034,17.64699936,0.147,0.127000004,0.666999996,0.166999996,0.115999997,0.73299998,0.107000001,0.125,0.361000001,0.252999991,0.166999996,0.666999996,0.875,6.5,2.121000051
3.txt,210,12,3,107.2220001,2.11500001,83.412,6.635,4.265,3.318,0.948,1.422,5.416999817,0.949999988,342.8569946,190.4759979,95.23799896,17.58300018,9.524000168,9.524000168,14.28600025,0.108000003,0.098999999,0.726999998,0.090999998,0.108000003,0.768999994,0.215000004,0.125,0.483999997,0.246999994,0.125,0.833000004,1.0,6.0,0.0
30.txt,140,8,1,79.08899689,2.094000101,84.722,9.028,0.0,2.083,2.083,1.388,5.125,0.91900003,300.0,207.1430054,100.0,17.625,0.0,21.42900085,7.143000126,0.079999998,0.090999998,0.713999987,0.143000007,0.103,0.82099998,0.32100001,0.143000007,0.356999993,0.238999993,0.400000006,0.5,0.643000007,4.0,0.0
30.txt,156,9,2,144.8249969,2.288000107,81.935,11.613,3.871,1.29,1.29,0.0,6.222000122,0.904999971,339.743988,185.8970032,102.564003,17.33300018,12.8210001,12.8210001,19.2310009,0.083999999,0.083999999,0.375,0.0,0.039000001,0.305999994,0.082999997,0.104999997,0.107000001,0.203999996,0.5,0.75,0.875,4.5,0.707000017
30.txt,197,14,3,89.51300049,2.23300004,85.572,7.463,4.478,0.995,1.493,0.0,3.713999987,0.728999972,314.7210083,258.8829956,76.14199829,14.14299965,0.0,5.076000214,30.45700073,0.109999999,0.118000001,0.537999988,0.077,0.061000001,0.470999986,0.093999997,0.061999999,0.356999993,0.234999999,0.286000013,0.600000024,0.922999978,7.0,0.0
31.txt,187,12,1,76.24900055,2.272000074,89.362,7.979,0.532,1.596,0.0,0.532,4.583000183,0.565999985,363.6359863,272.7269897,106.9520035,15.41699982,5.34800005,0.0,21.38999939,0.116999999,0.115999997,0.908999979,0.090999998,0.057,0.785000026,0.169,0.112999998,0.40200001,0.282000005,0.125,0.222000003,0.908999979,6.0,1.414000034
31.txt,218,8,2,49.51499939,2.463000059,90.909,3.182,3.636,0.909,0.455,0.0,7.5,0.676999986,348.6239929,256.881012,114.6790009,27.5,9.173999786,13.76099968,32.11000061,0.086999997,0.086000003,1.0,0.42899999,0.237000003,1.0,0.5,0.219999999,0.593999982,0.294999987,0.0,0.25,0.786000013,4.0,1.414000034
31.txt,173,11,3,83.65499878,2.265000105,87.5,5.682,5.114,0.568,1.136,0.0,3.90899992,0.93900001,317.9190063,219.6529999,69.36399841,15.81799984,5.78000021,5.78000021,5.78000021,0.119000003,0.122000001,0.800000012,0.400000006,0.135000005,0.818000019,0.308999985,0.141000003,0.537999988,0.280000001,0.333000004,0.200000003,0.899999976,5.5,0.707000017
32.txt,198,14,1,79.76899719,2.358999968,86.5,7.0,4.5,0.5,1.0,0.5,3.642999887,0.439999998,287.8789978,287.8789978,65.65699768,14.21399975,0.0,5.051000118,30.3029995,0.090000004,0.082000002,0.462000012,0.153999999,0.079999998,0.541000009,0.128999993,0.083999999,0.375999987,0.233999997,0.333000004,0.375,0.731000006,7.0,1.414000034
32.txt,123,8,2,85.20800018,2.069000006,77.419,10.484,8.065,2.419,0.806,0.0,3.75,0.771000028,349.5939941,235.7720032,130.0809937,15.375,8.130000114,0.0,8.130000114,0.167999998,0.142000005,0.42899999,0.0,0.078000002,0.5,0.071000002,0.108000003,0.226999998,0.224999994,0.286000013,0.600000024,0.856999993,4.0,1.414000034
32.txt,216,13,3,85.30400085,2.220000029,86.175,5.53,4.147,2.304,0.922,0.922,3.076999903,0.661000013,328.70401,236.1109924,106.4810028,16.69199944,0.0,18.5189991,41.66699982,0.112999998,0.105999999,0.916999996,0.416999996,0.115999997,0.773000002,0.319999993,0.126000002,0.529999971,0.287,0.713999987,1.0,0.916999996,6.5,0.707000017
33.txt,177,14,1,87.94000244,2.154999971,86.034,6.145,4.469,1.676,0.559,1.118,3.713999987,0.815999985,310.7340088,192.0899963,135.5930023,12.64299965,5.650000095,0.0,5.650000095,0.164000005,0.173999995,0.691999972,0.38499999,0.142000005,0.412,0.200000003,0.112999998,0.472000003,0.286000013,0.300000012,0.625,1.0,7.0,2.828000069
33.txt,188,13,2,72.4469986,2.183000088,84.656,6.878,4.762,1.587,1.058,0.529,4.691999912,0.64200002,324.4679871,255.3190002,74.46800232,14.69200039,5.318999767,15.95699978,21.27700043,0.105999999,0.126000002,0.833000004,0.333000004,0.145999998,0.852999985,0.159999996,0.104999997,0.535000026,0.259000003,0.25,0.125,0.916999996,6.5,2.121000051
33.txt,172,11,3,104.9069977,2.381999969,86.628,5.814,2.907,2.326,0.581,0.581,3.635999918,0.666999996,279.0700073,244.1860046,75.58100128,15.72700024,0.0,11.62800026,29.06999969,0.101000004,0.115999997,0.400000006,0.100000001,0.054000001,0.47299999,0.055,0.104999997,0.395000011,0.238000005,0.166999996,0.333000004,0.949999988,5.5,0.707000017
34.txt,165,12,1,113.7890015,2.378999949,90.476,4.762,2.976,1.19,0.0,0.595,3.417000055,0.674000025,296.9700012,272.7269897,78.78800201,14.08300018,12.12100029,30.3029995,12.12100029,0.130999997,0.111000001,0.363999993,0.0,0.098999999,0.27700001,0.030999999,0.063000001,0.279000014,0.221000001,0.286000013,0.375,0.818000019,6.0,0.0
34.txt,166,13,2,54.71099854,2.40199995,91.617,5.389,2.395,0.0,0.0,0.0,2.230999947,0.490999997,343.3739929,253.0119934,84.33699799,12.76900005,0.0,6.024000168,18.0720005,0.104999997,0.101000004,0.833000004,0.25,0.101000004,0.839999974,0.226999998,0.103,0.606999993,0.291999996,0.111000001,0.455000013,0.916999996,6.5,0.707000017
34.txt,202,12,3,122.4509964,2.155999899,79.602,7.96,5.97,1.99,1.493,2.489,3.167000055,0.80400002,311.881012,188.1190033,89.10900116,16.91699982,0.0,9.901000023,14.85099983,0.066,0.075999998,0.545000017,0.181999996,0.149000004,0.584999979,0.246000007,0.137999997,0.486000001,0.268999994,0.800000012,1.200000048,0.908999979,6.0,0.0
35.txt,219,15,1,87.13500214,2.316999912,85.65,7.175,4.933,1.345,0.897,0.0,3.200000048,0.606999993,315.0679932,264.8399963,77.62599945,14.66699982,4.565999985,9.131999969,27.39699936,0.115999997,0.122000001,0.713999987,0.214000002,0.119000003,0.662999988,0.158000007,0.134000003,0.495000005,0.301999986,0.286000013,0.416999996,0.92900002,7.5,2.121000051
35.txt,123,12,2,96.27200317,2.496000051,91.87,4.878,1.626,0.0,0.813,0.813,2.25,0.363999993,357.723999,235.7720032,81.3010025,10.25,0.0,8.130000114,8.130000114,0.172000006,0.143000007,0.818000019,0.090999998,0.148000002,0.55400002,0.046,0.079999998,0.476000011,0.233999997,0.833000004,0.5,0.954999983,6.0,1.414000034
35.txt,210,12,3,90.52799988,2.079999924,80.282,11.268,3.756,3.286,0.939,0.0,5.833000183,0.941999972,309.5239868,238.0950012,109.5240021,17.5,4.762000084,4.762000084,19.04800034,0.096000001,0.094999999,0.455000013,0.181999996,0.059,0.400000006,0.153999999,0.103,0.38499999,0.256000012,0.222000003,1.5,1.0,6.0,2.828000069
36.txt,209,13,1,88.46600342,2.289999962,88.995,6.699,1.914,1.435,0.957,0.0,4.769000053,0.702000022,311.0050049,244.0189972,114.8330002,16.30800056,0.0,14.35400009,19.13899994,0.125,0.094999999,0.5,0.0,0.164000005,0.507000029,0.079999998,0.120999999,0.282000005,0.261999995,0.111000001,0.25,0.916999996,6.5,3.536000013
36.txt,180,14,2,75.10800171,2.230999947,86.74,8.287,1.657,1.657,1.105,0.552,3.213999987,0.773999989,322.2219849,227.7779999,44.44400024,12.85700035,0.0,11.11100006,16.66699982,0.111000001,0.107000001,0.691999972,0.0,0.075000003,0.575999975,0.071000002,0.083999999,0.456,0.244000003,0.200000003,0.42899999,0.962000012,7.0,2.828000069
36.txt,199,18,3,101.5889969,2.039000034,77.665,9.137,7.614,3.553,1.523,0.508,3.278000116,1.075000048,301.5079956,195.9799957,80.40200043,11.05599976,5.025000095,5.025000095,0.0,0.182999998,0.182999998,0.528999984,0.059,0.112000003,0.463999987,0.079999998,0.093000002,0.518999994,0.246999994,0.222000003,0.25,0.735000014,9.0,2.828000069
37.txt,172,16,1,67.24700165,2.404000044,88.439,7.514,0.578,1.156,2.312,0.0,2.312999964,0.574000001,343.0230103,261.6279907,69.76699829,10.81299973,5.81400013,5.81400013,5.81400013,0.182999998,0.164000005,0.73299998,0.067000002,0.158000007,0.513999999,0.094999999,0.112000003,0.508000016,0.273000002,0.222000003,0.111000001,0.899999976,8.0,0.0
37.txt,188,12,2,52.80599976,2.204999924,90.0,6.316,1.579,0.526,1.579,0.0,3.0,0.569000006,361.7019958,223.404007,127.6600037,15.66699982,5.318999767,0.0,21.27700043,0.136999995,0.114,0.726999998,0.090999998,0.172999993,0.72299999,0.185000002,0.159999996,0.382999986,0.289999992,0.666999996,0.5,0.908999979,6.0,4.243000031
37.txt,192,13,3,82.49900055,2.16899991,84.103,6.667,0.667,1.026,1.026,0.513,3.154000044,0.866999984,369.7919922,208.3329926,67.70800018,14.76900005,0.0,5.208000183,5.208000183,0.157000005,0.145999998,0.666999996,0.166999996,0.089000002,0.453000009,0.133000001,0.104000002,0.389999986,0.252999991,0.400000006,0.400000006,1.0,6.5,2.121000051
38.txt,212,16,1,74.9260025,2.426000118,91.667,4.63,0.926,0.926,0.926,0.463,3.812999964,0.626999974,330.1889954,259.4339905,80.18900299,13.25,0.0,4.717000008,28.30200005,0.103,0.103,0.666999996,0.067000002,0.116999999,0.504999995,0.067000002,0.116999999,0.416000009,0.272000015,0.444000006,0.111000001,0.933000028,8.0,2.828000069
38.txt,204,13,2,102.2249985,2.302000046,84.058,7.246,4.831,2.415,0.0,1.449,4.614999771,0.717000008,313.7250061,245.0980072,88.23500061,15.76900005,0.0,4.90199995,4.90199995,0.092,0.090999998,0.333000004,0.082999997,0.097999997,0.519999981,0.052999999,0.108000003,0.291000009,0.224000007,0.181999996,0.286000013,0.875,6.5,3.536000013
38.txt,216,12,3,88.93000031,1.976999998,74.771,10.55,5.505,3.67,4.128,1.376,4.583000183,0.893000007,328.70401,212.9629974,101.8519974,18.0,4.630000114,0.0,18.5189991,0.088,0.103,0.818000019,0.181999996,0.169,0.708000004,0.169,0.165999994,0.407000005,0.263999999,0.400000006,0.111000001,0.864000022,6.0,1.414000034
39.txt,187,17,1,80.26200104,2.480999947,89.247,6.989,2.688,0.538,0.538,0.0,2.70600009,0.367000014,352.9410095,304.8129883,80.21399689,11.05900002,10.69499969,5.34800005,10.69499969,0.142000005,0.136000007,0.5,0.0,0.108000003,0.538999975,0.017000001,0.103,0.370999992,0.25,0.333000004,0.166999996,0.843999982,8.5,2.121000051
39.txt,175,12,2,76.86799622,2.049000025,84.358,6.145,6.145,1.117,1.676,0.559,3.5,0.82099998,280.0,222.8569946,85.71399689,14.66699982,11.4289999,11.4289999,28.57099915,0.071000002,0.077,0.545000017,0.0,0.093999997,0.462000012,0.092,0.119999997,0.356999993,0.234999999,0.200000003,0.166999996,0.864000022,6.0,1.414000034
39.txt,175,11,3,94.22799683,2.157999992,87.079,7.865,3.933,0.562,0.0,0.0,5.0,0.660000026,342.8569946,245.7140045,97.14299774,16.0,0.0,22.85700035,17.14299965,0.094999999,0.108999997,0.5,0.100000001,0.037,0.545000017,0.127000004,0.07,0.47299999,0.210999995,0.25,0.286000013,0.75,5.5,2.121000051
4.txt,312,10,1,60.00699997,2.367000103,85.489,8.833,2.839,1.577,0.946,0.315,6.900000095,0.593999982,371.7950134,233.973999,99.35900116,31.29999924,6.409999847,3.204999924,12.8210001,0.083999999,0.082999997,0.888999999,0.333000004,0.189999998,0.95599997,0.26699999,0.189999998,0.616999984,0.294999987,1.200000048,0.625,0.888999999,5.0,1.414000034
4.txt,160,10,2,72.92900085,2.351999998,88.344,4.908,4.294,1.227,1.227,0.0,4.599999905,0.813000023,356.25,231.25,100.0,16.10000038,6.25,6.25,12.5,0.134000003,0.114,0.444000006,0.111000001,0.119999997,0.400000006,0.067000002,0.074000001,0.259000003,0.200000003,0.25,0.0,0.888999999,5.0,1.414000034
4.txt,204,15,3,83.30699921,2.430000067,88.725,7.843,1.961,0.49,0.98,0.0,3.73300004,0.75,303.9219971,264.7059937,58.82400131,13.7329998,0.0,19.6079998,29.41200066,0.115000002,0.129999995,0.5,0.143000007,0.115999997,0.64200002,0.210999995,0.177000001,0.418000013,0.319000006,0.143000007,0.166999996,0.963999987,7.5,0.707000017
40.txt,273,19,1,92.04799652,2.381000042,89.744,6.227,2.93,0.366,0.733,0.0,2.210999966,0.680000007,311.355011,245.4210052,95.23799896,14.36800003,3.663000107,10.98900032,18.31500053,0.115000002,0.119999997,0.5,0.166999996,0.085000001,0.467000008,0.111000001,0.094999999,0.476000011,0.261000007,0.400000006,0.25,0.888999999,9.5,0.707000017
40.txt,140,11,2,72.33300018,2.003999949,85.211,7.042,4.225,1.408,1.408,0.704,3.181999922,0.739000022,385.7139893,178.5709991,142.8569946,12.72700024,0.0,0.0,7.143000126,0.194999993,0.203999996,0.200000003,0.0,0.122000001,0.363999993,0.181999996,0.142000005,0.31099999,0.244000003,0.0,0.400000006,0.899999976,5.5,3.536000013
40.txt,204,9,3,103.9990005,2.328999996,81.373,8.333,3.922,0.98,1.471,0.98,7.333000183,0.677999973,348.0390015,235.2940063,102.9410019,22.88899994,4.90199995,14.70600033,14.70600033,0.086000003,0.054000001,0.5,0.375,0.182999998,0.583000004,0.333000004,0.174999997,0.344000012,0.254999995,0.0,1.0,0.813000023,4.5,0.707000017
41.txt,179,13,1,95.44200134,2.232000113,84.27,8.989,2.247,2.247,1.124,1.124,4.846000195,0.648000002,374.302002,245.8099976,94.97200012,13.84599972,0.0,5.586999893,16.76000023,0.116999999,0.116999999,0.666999996,0.166999996,0.134000003,0.652999997,0.107000001,0.108999997,0.326999992,0.239999995,0.333000004,0.400000006,0.708000004,6.5,0.707000017
41.txt,208,21,2,87.14700317,2.187000036,86.957,5.314,3.382,1.449,1.449,0.0,2.476000071,0.671999991,317.3080139,259.6149902,72.11499786,10.0,4.808000088,9.614999771,19.2310009,0.123999998,0.128000006,0.449999988,0.100000001,0.119999997,0.393999994,0.109999999,0.120999999,0.367000014,0.275999993,0.214000002,0.222000003,0.899999976,10.5,4.949999809
41.txt,223,15,3,82.27200317,2.28399992,86.937,6.306,4.054,0.901,1.351,0.0,3.799999952,0.587000012,300.447998,300.447998,67.26499939,15.06700039,0.0,17.93700027,35.87400055,0.120999999,0.116999999,0.713999987,0.214000002,0.134000003,0.537,0.094999999,0.109999999,0.504000008,0.273000002,0.181999996,0.25,1.0,7.5,2.121000051
42.txt,198,13,1,70.95600128,2.085999966,84.08,8.458,2.488,1.493,1.99,0.995,5.922999859,0.547999978,363.6359863,282.8280029,116.1620026,15.23099995,0.0,0.0,30.3029995,0.123000003,0.136000007,0.5,0.082999997,0.103,0.652999997,0.119999997,0.093999997,0.513999999,0.247999996,0.57099998,0.42899999,0.916999996,6.5,2.121000051
42.txt,190,17,2,79.70600128,2.236000061,82.199,8.901,5.236,0.524,0.524,0.0,2.940999985,0.722000003,315.7890015,247.3679962,84.21099854,11.29399967,5.263000011,15.78899956,5.263000011,0.114,0.123999998,0.187999994,0.187999994,0.170000002,0.34799999,0.104000002,0.105999999,0.518000007,0.268999994,0.800000012,0.42899999,0.938000023,8.5,3.536000013
42.txt,202,18,3,65.20800018,2.290999889,85.99,2.899,6.28,1.932,1.932,0.0,4.166999817,0.718999982,351.4849854,202.9700012,113.8610001,11.22200012,0.0,9.901000023,4.949999809,0.204999998,0.181999996,0.528999984,0.234999999,0.052999999,0.456,0.104000002,0.081,0.55400002,0.25999999,0.300000012,0.307999998,0.852999985,9.0,1.414000034
43.txt,183,9,1,90.67500305,2.279000044,83.152,10.326,3.804,0.543,1.63,0.543,2.221999884,0.628000021,300.54599,267.7600098,120.2190018,20.33300018,10.9289999,5.464000225,32.78699875,0.090000004,0.086000003,0.625,0.125,0.136000007,0.694000006,0.194000006,0.177000001,0.514999986,0.268999994,0.333000004,0.57099998,1.0,4.5,0.707000017
43.txt,163,18,2,77.85500336,2.190999985,83.735,9.036,3.012,1.807,1.205,0.0,1.610999942,0.760999978,325.1530151,220.8589935,67.48500061,9.055999756,0.0,6.135000229,6.135000229,0.167999998,0.136000007,0.234999999,0.0,0.056000002,0.312000006,0.079999998,0.07,0.388999999,0.25,0.111000001,0.100000001,0.852999985,9.0,7.071000099
43.txt,258,19,3,66.55999756,2.325000048,87.5,6.641,2.734,1.953,0.781,0.0,4.263000011,0.658999979,360.4649963,248.0619965,104.651001,13.68400002,7.751999855,15.50399971,23.25600052,0.111000001,0.131999999,0.888999999,0.166999996,0.136999995,0.874000013,0.200000003,0.158000007,0.59799999,0.312000006,0.0,0.25,0.916999996,9.5,0.707000017
44.txt,229,16,1,105.3249969,2.301000118,87.879,7.359,3.03,0.866,0.433,0.433,3.625,0.676999986,323.1440125,275.1090088,82.96900177,14.31299973,8.734000206,4.367000103,17.46699905,0.172999993,0.160999998,0.73299998,0.067000002,0.136000007,0.713999987,0.086000003,0.122000001,0.486000001,0.256000012,0.125,0.0,0.800000012,8.0,2.828000069
