文本编号,短语长度-SYNLE（69）,短语长度-SYNNP（70）,短语密度-DRNP（76）,短语密度-DRVP（77）,短语密度-DRPP（79）,句子长度-DESSL（06）,句子结构-DRPVAL（80）,句子结构-DRNEG（81）,句子结构-DRINF（83）,句法相似-SYNSTRUTa（74）,句法相似-SYNSTRUTt（75）,年级
53.txt,3.700000048,0.707000017,385.8269958,204.723999,141.7319946,12.69999981,0.0,7.874000072,23.62199974,0.119000003,0.131999999,2
54.txt,3.769000053,0.643000007,347.8259888,250.0,92.39099884,14.38500023,0.0,21.73900032,32.60900116,0.119999997,0.123999998,2
55.txt,3.332999945,0.674000025,314.8150024,265.4320068,92.59300232,10.93299961,6.172999859,12.34599972,37.03699875,0.149000004,0.147,2
56.txt,5.153999805,0.920000017,322.7510071,243.3860016,95.23799896,14.53800011,0.0,15.87300014,15.87300014,0.097000003,0.104000002,2
57.txt,2.213999987,0.614000022,382.3529968,227.9409943,95.58799744,9.713999748,0.0,0.0,14.70600033,0.129999995,0.137999997,2
58.txt,3.832999945,0.639999986,321.6369934,245.6139984,111.1110001,14.25,5.84800005,11.6960001,17.54400063,0.145999998,0.151999995,2
59.txt,3.769000053,0.620999992,302.8850098,254.8079987,62.5,16.0,0.0,0.0,19.2310009,0.138999999,0.133000001,2
6.txt,2.364000082,0.589999974,376.0,216.0,80.0,11.27299976,0.0,8.0,24.0,0.128000006,0.135000005,2
60.txt,4.222000122,0.810000002,346.9389954,224.4900055,115.6460037,16.33300018,0.0,6.802999973,27.21100044,0.096000001,0.092,2
61.txt,3.167000055,0.777999997,372.881012,203.3899994,114.4069977,13.11100006,0.0,0.0,21.18600082,0.120999999,0.138999999,2
62.txt,4.230999947,0.625,383.4200134,248.7050018,98.44599915,14.92300034,0.0,5.181000233,15.54399967,0.100000001,0.097999997,2
63.txt,2.154000044,0.661000013,372.0929871,244.1860046,93.02300262,13.23099995,0.0,0.0,17.44199944,0.101999998,0.128000006,2
64.txt,5.300000191,0.458000004,384.6149902,216.7830048,97.90200043,14.30000019,6.993000031,0.0,6.993000031,0.126000002,0.136999995,2
65.txt,5.0,0.814999998,336.322998,233.1840057,98.65499878,14.06299973,13.45300007,13.45300007,13.45300007,0.101999998,0.112000003,2
66.txt,3.0,0.605000019,293.7059937,258.7409973,62.93700027,17.875,13.98600006,6.993000031,20.97900009,0.103,0.107000001,2
67.txt,3.0,0.600000024,442.8569946,200.0,135.7140045,14.10000038,0.0,7.143000126,0.0,0.172000006,0.173999995,2
68.txt,3.357000113,0.509000003,411.3919983,234.177002,107.5950012,11.28600025,0.0,6.328999996,25.31599998,0.148000002,0.128000006,2
69.txt,5.888999939,0.56099999,335.5700073,234.8990021,80.53700256,16.77799988,0.0,20.13400078,6.710999966,0.112999998,0.098999999,2
7.txt,4.199999809,0.666999996,369.368988,207.2070007,72.0719986,10.89999962,0.0,9.008999825,9.008999825,0.165000007,0.172000006,2
70.txt,4.272999763,0.72299999,361.9630127,184.048996,104.2939987,14.81799984,0.0,0.0,12.27000046,0.116999999,0.115000002,2
71.txt,1.940999985,0.458000004,352.9410095,278.0750122,58.82400131,11.05900002,0.0,10.69499969,32.08599854,0.159999996,0.173999995,2
72.txt,2.933000088,0.600000024,337.6619873,227.272995,103.8960037,10.2670002,12.98700047,6.493999958,19.4810009,0.193000004,0.166999996,2
73.txt,2.5,0.569000006,382.6530151,265.3059998,102.0410004,9.850000381,0.0,0.0,15.30599976,0.166999996,0.150000006,2
74.txt,3.167000055,0.653999984,347.5610046,225.6100006,91.46299744,9.111000061,6.09800005,6.09800005,18.29299927,0.232999995,0.209000006,2
75.txt,3.5,0.711000025,294.4790039,239.2640076,116.564003,9.111000061,6.135000229,18.40500069,18.40500069,0.195999995,0.192000002,2
76.txt,2.538000107,0.686999977,349.3450012,231.4409943,82.96900177,17.61499977,0.0,8.734000206,30.56800079,0.055,0.075000003,2
77.txt,2.25,0.768999994,353.8460083,207.6920013,76.92299652,10.83300018,0.0,0.0,23.07699966,0.206,0.163000003,2
78.txt,5.5,0.938000023,296.6099854,228.8139954,50.84700012,14.875,0.0,8.475000381,8.475000381,0.083999999,0.082000002,2
79.txt,3.5,0.843999982,306.8179932,227.272995,68.18199921,14.66699982,0.0,5.68200016,11.36400032,0.128999993,0.129999995,2
8.txt,2.845999956,0.791999996,348.3869934,251.6130066,64.51599884,11.92300034,0.0,12.90299988,19.35499954,0.114,0.130999997,2
80.txt,4.0,0.935000002,343.9490051,229.298996,89.17199707,14.18200016,0.0,0.0,6.368999958,0.187999994,0.158999994,2
81.txt,3.75,0.728999972,327.868988,229.5079956,98.36100006,12.25,0.0,4.09800005,20.49200058,0.163000003,0.143000007,2
82.txt,2.417000055,0.672999978,348.3150024,252.8090057,78.65200043,14.83300018,0.0,0.0,33.70800018,0.086999997,0.083999999,2
83.txt,2.799999952,0.467999995,361.2569885,277.4869995,94.24099731,9.550000191,5.236000061,0.0,26.1779995,0.157000005,0.155000001,2
84.txt,3.082999945,0.680999994,310.9760132,237.8049927,97.56099701,13.66699982,6.09800005,0.0,12.19499969,0.172999993,0.142000005,2
85.txt,4.308000088,0.583000004,292.8179932,303.8670044,77.34799957,14.0,5.525000095,11.05000019,49.72399902,0.149000004,0.152999997,2
86.txt,5.699999809,0.949000001,324.6749878,177.4889984,121.211998,23.20000076,0.0,4.328999996,12.98700047,0.079000004,0.072999999,2
87.txt,3.713999987,0.845000029,351.7789917,225.2960052,118.5770035,18.14299965,3.953000069,3.953000069,39.52600098,0.074000001,0.100000001,2
88.txt,3.73300004,1.085000038,328.8890076,204.4440002,93.33300018,14.86699963,4.443999767,4.443999767,4.443999767,0.137999997,0.126000002,2
89.txt,3.881999969,0.621999979,391.3039856,186.9570007,117.3909988,13.52900028,0.0,4.34800005,4.34800005,0.141000003,0.115000002,2
9.txt,4.699999809,0.871999979,353.3829956,203.0079956,120.3010025,13.30000019,7.519000053,0.0,22.55599976,0.201000005,0.185000002,2
90.txt,2.765000105,1.016000032,314.4100037,205.2400055,91.70300293,13.47099972,0.0,0.0,8.734000206,0.115999997,0.112999998,2
91.txt,9.399999619,1.0,319.6719971,229.5079956,86.06600189,24.39999962,0.0,4.09800005,28.68899918,0.079999998,0.079000004,2
92.txt,3.75,0.897000015,312.2170105,266.9679871,49.77399826,18.41699982,0.0,0.0,27.14900017,0.085000001,0.090999998,2
93.txt,3.599999905,0.763999999,346.1539917,257.6919861,111.538002,17.33300018,3.845999956,7.691999912,30.7689991,0.105999999,0.085000001,2
94.txt,6.625,0.783999979,354.5820007,223.1080017,123.5059967,15.625,11.95199966,0.0,27.88800049,0.128999993,0.114,2
95.txt,5.846000195,0.966000021,360.8699951,200.0,121.7389984,17.69199944,4.34800005,13.04300022,21.73900032,0.108000003,0.125,2
96.txt,5.611000061,0.74000001,384.6149902,183.7610016,123.9319992,13.0,4.274000168,4.274000168,0.0,0.172999993,0.134000003,2
97.txt,4.333000183,0.76700002,325.1749878,241.2590027,101.3990021,18.93300056,10.48999977,6.993000031,27.97200012,0.066,0.072999999,2
98.txt,3.0,0.944999993,362.2640076,200.0,94.33999634,26.5,0.0,7.546999931,15.09399986,0.048,0.066,2
99.txt,8.909000397,1.0,336.0,192.0,92.0,22.72699928,4.0,4.0,24.0,0.068999998,0.075000003,2
1.txt,6.900000095,0.836000025,326.6329956,211.0549927,90.45200348,20.0,0.0,20.10099983,20.10099983,0.064000003,0.068999998,3
10.txt,3.721999884,0.643000007,329.8429871,267.0159912,68.06300354,10.66699982,0.0,20.94199944,20.94199944,0.164000005,0.163000003,3
100.txt,4.943999767,0.538999975,344.2619934,254.0980072,77.8690033,13.55599976,4.09800005,12.29500008,28.68899918,0.109999999,0.128000006,3
11.txt,4.922999859,0.916999996,323.5289917,188.2350006,82.35299683,13.0,0.0,0.0,0.0,0.175999999,0.144999996,3
12.txt,2.667000055,0.575999975,350.2539978,258.8829956,60.91400146,16.58300018,5.076000214,10.15200043,10.15200043,0.089000002,0.108000003,3
13.txt,2.778000116,0.740999997,335.052002,226.8040009,87.6289978,10.88899994,5.15500021,10.30900002,15.46399975,0.159999996,0.159999996,3
14.txt,3.799999952,0.579999983,322.2219849,238.8890076,94.44400024,11.93299961,5.556000233,16.66699982,38.88899994,0.108000003,0.115000002,3
15.txt,3.832999945,0.625,364.1300049,239.1300049,65.21700287,15.25,0.0,0.0,10.86999989,0.097999997,0.123000003,3
16.txt,3.667000055,0.754999995,308.901001,246.072998,104.711998,16.0,0.0,15.70699978,15.70699978,0.127000004,0.128999993,3
17.txt,4.09100008,0.672999978,358.2890015,219.2510071,101.6039963,17.0909996,0.0,21.38999939,10.69499969,0.088,0.093999997,3
18.txt,4.636000156,1.136999965,285.0880127,197.3679962,87.71900177,20.63599968,4.386000156,4.386000156,26.31599998,0.089000002,0.072999999,3
19.txt,2.726999998,0.708000004,337.348999,228.9160004,114.4580002,15.18200016,0.0,18.0720005,18.0720005,0.081,0.071999997,3
2.txt,4.922999859,0.61500001,376.2380066,227.7230072,113.8610001,15.61499977,0.0,4.949999809,9.901000023,0.119999997,0.128999993,3
20.txt,4.538000107,0.698000014,352.1130066,215.9620056,136.1499939,16.46199989,0.0,4.695000172,28.16900063,0.100000001,0.094999999,3
21.txt,4.071000099,0.810000002,336.0,212.0,108.0,17.85700035,4.0,0.0,16.0,0.078000002,0.094999999,3
22.txt,5.0,0.851000011,343.0230103,232.5579987,104.651001,17.29999924,0.0,17.44199944,23.25600052,0.083999999,0.085000001,3
23.txt,3.642999887,0.657000005,364.8070068,236.052002,81.54499817,16.7859993,8.583999634,8.583999634,12.8760004,0.104999997,0.103,3
24.txt,5.333000183,0.802999973,389.1889954,205.4049988,113.5139999,12.33300018,5.40500021,5.40500021,5.40500021,0.150000006,0.143000007,3
25.txt,4.727000237,0.800000012,355.5559998,233.3329926,94.44400024,16.54500008,0.0,11.11100006,22.22200012,0.126000002,0.133000001,3
26.txt,3.599999905,0.676999986,344.1860046,218.6049957,83.72100067,14.53299999,0.0,18.60499954,4.651000023,0.112999998,0.123999998,3
27.txt,3.900000095,0.629999995,346.4049988,241.8300018,98.03900146,15.30000019,0.0,6.535999775,26.1439991,0.101000004,0.115999997,3
28.txt,3.332999945,0.82099998,309.677002,232.2579956,70.96800232,17.22200012,0.0,12.90299988,25.80599976,0.055,0.071999997,3
29.txt,8.199999809,0.921999991,301.8869934,221.697998,99.05699921,21.29999924,0.0,9.434000015,23.58499908,0.07,0.077,3
3.txt,5.416999817,0.949999988,342.8569946,190.4759979,95.23799896,17.58300018,9.524000168,9.524000168,14.28600025,0.108000003,0.098999999,3
30.txt,3.713999987,0.728999972,314.7210083,258.8829956,76.14199829,14.14299965,0.0,5.076000214,30.45700073,0.109999999,0.118000001,3
31.txt,3.90899992,0.93900001,317.9190063,219.6529999,69.36399841,15.81799984,5.78000021,5.78000021,5.78000021,0.119000003,0.122000001,3
32.txt,3.076999903,0.661000013,328.70401,236.1109924,106.4810028,16.69199944,0.0,18.5189991,41.66699982,0.112999998,0.105999999,3
33.txt,3.635999918,0.666999996,279.0700073,244.1860046,75.58100128,15.72700024,0.0,11.62800026,29.06999969,0.101000004,0.115999997,3
34.txt,3.167000055,0.80400002,311.881012,188.1190033,89.10900116,16.91699982,0.0,9.901000023,14.85099983,0.066,0.075999998,3
35.txt,5.833000183,0.941999972,309.5239868,238.0950012,109.5240021,17.5,4.762000084,4.762000084,19.04800034,0.096000001,0.094999999,3
36.txt,3.278000116,1.075000048,301.5079956,195.9799957,80.40200043,11.05599976,5.025000095,5.025000095,0.0,0.182999998,0.182999998,3
37.txt,3.154000044,0.866999984,369.7919922,208.3329926,67.70800018,14.76900005,0.0,5.208000183,5.208000183,0.157000005,0.145999998,3
38.txt,4.583000183,0.893000007,328.70401,212.9629974,101.8519974,18.0,4.630000114,0.0,18.5189991,0.088,0.103,3
39.txt,5.0,0.660000026,342.8569946,245.7140045,97.14299774,16.0,0.0,22.85700035,17.14299965,0.094999999,0.108999997,3
4.txt,3.73300004,0.75,303.9219971,264.7059937,58.82400131,13.7329998,0.0,19.6079998,29.41200066,0.115000002,0.129999995,3
40.txt,7.333000183,0.677999973,348.0390015,235.2940063,102.9410019,22.88899994,4.90199995,14.70600033,14.70600033,0.086000003,0.054000001,3
41.txt,3.799999952,0.587000012,300.447998,300.447998,67.26499939,15.06700039,0.0,17.93700027,35.87400055,0.120999999,0.116999999,3
42.txt,4.166999817,0.718999982,351.4849854,202.9700012,113.8610001,11.22200012,0.0,9.901000023,4.949999809,0.204999998,0.181999996,3
43.txt,4.263000011,0.658999979,360.4649963,248.0619965,104.651001,13.68400002,7.751999855,15.50399971,23.25600052,0.111000001,0.131999999,3
44.txt,6.461999893,0.709999979,362.3850098,224.7709961,119.2659988,16.84600067,4.586999893,9.173999786,22.93600082,0.115999997,0.114,3
45.txt,5.143000126,0.609000027,355.4500122,255.923996,118.4830017,15.0710001,0.0,4.738999844,23.6970005,0.184,0.137999997,3
46.txt,3.0,0.689999998,276.7860107,241.0709991,71.42900085,16.14299965,0.0,26.7859993,13.39299965,0.101999998,0.086999997,3
47.txt,4.166999817,0.620999992,354.1669922,234.375,83.33300018,16.25,10.41699982,5.208000183,10.41699982,0.101999998,0.097000003,3
48.txt,3.299999952,0.652999997,337.4230042,233.1289978,92.02500153,16.29999924,6.135000229,6.135000229,18.40500069,0.096000001,0.115999997,3
49.txt,2.187999964,0.597000003,384.9769897,276.9949951,79.81199646,13.5,9.390000343,14.08500004,28.16900063,0.119000003,0.122000001,3
5.txt,5.313000202,0.967000008,330.1889954,188.6790009,117.9250031,13.25,0.0,0.0,9.434000015,0.144999996,0.137999997,3
50.txt,4.856999874,0.643000007,318.1820068,257.5759888,85.85900116,14.14299965,10.10099983,10.10099983,20.20199966,0.164000005,0.129999995,3
51.txt,2.0,0.589999974,360.0,235.0,85.0,13.39999962,0.0,5.0,20.0,0.086000003,0.093999997,3
52.txt,2.312999964,0.763000011,345.178009,233.503006,86.29399872,12.31299973,0.0,0.0,20.30500031,0.160999998,0.119000003,3
53.txt,3.937999964,0.582000017,361.5020142,215.9620056,112.6760025,13.31299973,0.0,14.08500004,14.08500004,0.115999997,0.126000002,3
54.txt,3.0,0.800000012,282.927002,243.9019928,78.0490036,13.7329998,4.877999783,4.877999783,29.26799965,0.093000002,0.114,3
55.txt,3.29399991,0.666999996,304.0939941,251.4620056,76.02300262,10.17599964,0.0,11.6960001,17.54400063,0.175999999,0.181999996,3
56.txt,5.0,0.708999991,310.3450012,270.9360046,83.7440033,13.53299999,9.852000237,0.0,24.63100052,0.130999997,0.126000002,3
57.txt,5.0,0.763999999,290.322998,253.4559937,92.16600037,16.7689991,4.607999802,4.607999802,18.43300056,0.108000003,0.105999999,3
58.txt,3.312999964,0.82099998,331.8179932,245.4550018,90.90899658,13.75,0.0,13.63599968,18.18199921,0.143999994,0.128999993,3
59.txt,3.187999964,0.635999978,329.8429871,235.602005,94.24099731,11.93799973,0.0,0.0,20.94199944,0.136000007,0.138999999,3
6.txt,2.118000031,0.644999981,345.178009,284.2640076,55.83800125,11.76500034,5.076000214,20.30500031,30.45700073,0.166999996,0.162,3
60.txt,3.066999912,0.737999976,352.6570129,246.3769989,86.95700073,13.86699963,0.0,4.830999851,33.81600189,0.150000006,0.119000003,3
61.txt,4.385000229,0.855000019,342.2460022,219.2510071,96.25700378,14.53800011,10.69499969,21.38999939,0.0,0.112000003,0.112000003,3
62.txt,8.399999619,0.904999971,337.7780151,200.0,137.7779999,22.5,4.443999767,0.0,22.22200012,0.082999997,0.089000002,3
63.txt,4.587999821,0.638999999,386.7919922,198.1130066,84.90599823,12.64700031,0.0,18.86800003,14.15100002,0.156000003,0.175999999,3
64.txt,2.812999964,0.578000009,393.7820129,227.9790039,134.7149963,12.06299973,0.0,10.36299992,15.54399967,0.158000007,0.143000007,3
65.txt,3.762000084,0.545000017,383.6210022,250.0,73.27600098,11.14299965,0.0,12.93099976,25.86199951,0.204999998,0.177000001,3
66.txt,2.75,0.666999996,299.4920044,274.1119995,86.29399872,9.899999619,0.0,15.22799969,35.53300095,0.203999996,0.193000004,3
67.txt,5.09100008,0.981999993,320.0,195.0,90.0,18.18199921,5.0,10.0,10.0,0.063000001,0.100000001,3
68.txt,5.071000099,0.971000016,313.2529907,204.8190002,92.3690033,17.85700035,0.0,0.0,12.04800034,0.097999997,0.097999997,3
69.txt,6.0,0.97299999,323.7409973,223.0220032,107.9140015,20.2140007,7.193999767,7.193999767,17.98600006,0.118000001,0.103,3
7.txt,4.400000095,0.772000015,306.6040039,226.4149933,99.05699921,21.29999924,4.717000008,18.86800003,28.30200005,0.082999997,0.081,3
70.txt,4.867000103,0.862999976,361.9400024,201.4929962,123.1340027,17.86700058,3.730999947,7.462999821,14.92500019,0.142000005,0.122000001,3
71.txt,5.90899992,1.014999986,344.5379944,201.6809998,109.2440033,21.63599968,12.60499954,0.0,12.60499954,0.067000002,0.077,3
72.txt,4.0,0.713999987,379.0320129,221.7740021,129.0319977,16.53300095,8.06499958,4.032000065,8.06499958,0.141000003,0.119000003,3
73.txt,3.818000078,0.870000005,371.0939941,199.2189941,121.0940018,23.36400032,3.905999899,0.0,3.905999899,0.098999999,0.083999999,3
74.txt,6.769000053,0.805999994,330.2749939,261.4679871,91.74299622,16.7689991,4.586999893,9.173999786,18.34900093,0.156000003,0.145999998,3
75.txt,4.071000099,0.739000022,352.696991,240.6640015,116.1829987,17.2140007,8.298999786,8.298999786,8.298999786,0.128999993,0.094999999,3
76.txt,5.071000099,1.07099998,337.1650085,195.4019928,111.1110001,18.64299965,0.0,3.83100009,7.663000107,0.115999997,0.114,3
77.txt,5.153999805,0.898999989,340.9089966,231.0610046,94.6969986,20.30800056,0.0,0.0,22.72699928,0.096000001,0.082000002,3
78.txt,3.917000055,0.764999986,364.8070068,214.5919952,137.3390045,19.41699982,4.291999817,0.0,21.45899963,0.055,0.064000003,3
79.txt,3.667000055,0.887000024,351.3510132,200.7720032,108.1080017,17.2670002,7.722000122,0.0,19.30500031,0.086000003,0.093999997,3
8.txt,5.063000202,0.796999991,359.5039978,206.6119995,115.7020035,15.25,4.131999969,8.263999939,16.52899933,0.119999997,0.098999999,3
80.txt,5.461999893,0.828000009,339.0409851,246.5749969,116.4380035,22.46199989,3.424999952,3.424999952,27.39699936,0.082000002,0.096000001,3
81.txt,6.083000183,0.851000011,320.9880066,238.6829987,82.30500031,20.25,8.229999542,8.229999542,20.57600021,0.086999997,0.097000003,3
82.txt,7.188000202,0.850000024,352.9410095,256.0549927,100.3460007,18.06299973,0.0,3.460000038,20.76099968,0.136000007,0.130999997,3
83.txt,4.09100008,0.860000014,350.5150146,211.3399963,82.47399902,17.63599968,5.15500021,0.0,15.46399975,0.101999998,0.107000001,3
84.txt,5.356999874,0.646000028,300.4289856,231.7599945,133.0469971,16.64299965,4.291999817,8.583999634,17.16699982,0.082999997,0.086999997,3
85.txt,3.400000095,0.600000024,363.2479858,200.8549957,102.564003,11.69999981,0.0,17.09399986,25.64100075,0.175999999,0.167999998,3
86.txt,6.0,0.845000029,326.6929932,223.1080017,95.61799622,17.92900085,3.983999968,0.0,15.93599987,0.119000003,0.108000003,3
87.txt,5.176000118,0.949999988,284.553009,252.0330048,81.3010025,14.47099972,8.130000114,12.19499969,28.45499992,0.108000003,0.109999999,3
88.txt,2.687999964,0.680999994,334.6940002,212.2449951,97.95899963,15.375,0.0,4.081999779,4.081999779,0.075999998,0.068000004,3
89.txt,3.867000103,0.694000006,371.8410034,227.4369965,115.5230026,18.46699905,3.609999895,10.82999992,14.43999958,0.085000001,0.072999999,3
9.txt,4.5,0.728999972,311.1109924,238.8890076,72.22200012,12.9289999,0.0,16.66699982,22.22200012,0.128000006,0.122000001,3
90.txt,10.19999981,1.202999949,330.677002,167.3309937,99.60199738,25.10000038,3.983999968,11.95199966,19.92000008,0.078000002,0.090999998,3
91.txt,8.555999756,1.031000018,337.4490051,193.4160004,106.9960022,27.0,0.0,4.114999771,12.34599972,0.077,0.086000003,3
92.txt,5.90899992,1.085999966,316.4559937,189.8730011,71.73000336,21.54500008,4.218999863,4.218999863,8.43900013,0.050000001,0.039000001,3
93.txt,3.0,0.787999988,304.7950134,229.4519958,92.46600342,13.27299976,0.0,0.0,17.12299919,0.115000002,0.101999998,3
94.txt,4.875,0.773000002,352.0,216.0,88.0,15.625,0.0,4.0,4.0,0.114,0.097999997,3
95.txt,4.356999874,0.680999994,326.8479919,256.8089905,66.14800262,18.35700035,0.0,15.56400013,38.9109993,0.118000001,0.112000003,3
96.txt,3.538000107,0.675999999,333.3330078,244.9799957,104.4179993,19.15399933,8.031999588,4.015999794,28.11199951,0.111000001,0.092,3
97.txt,8.333000183,0.836000025,345.2380066,210.3170013,95.23799896,21.0,3.967999935,15.87300014,15.87300014,0.112999998,0.086999997,3
98.txt,2.286000013,0.888999999,322.9169922,234.375,72.91699982,13.71399975,20.83300018,0.0,20.83300018,0.131999999,0.120999999,3
99.txt,5.727000237,0.926999986,318.8410034,217.3910065,77.29499817,18.81800079,4.830999851,4.830999851,14.49300003,0.119000003,0.115000002,3
